OBJNAME,RA,DEC,Z,constellation
WISEA J123147.43+341601.6,187.94766666666663,34.26713888888889,2.285e-02,Canes Venatici
IC 3515,188.5670833333333,27.862250000000003,2.313e-02,Coma Berenices
WISEA J125217.71+270507.9,193.0738333333333,27.085555555555555,2.098e-02,Coma Berenices
SBS 1255+547,194.5365,54.46680555555556,2.896e-02,Ursa Major
SBS 1307+542,197.28645833333331,53.94358333333333,8.335e-03,Ursa Major
2MASX J13094575+2837160,197.44066666666666,28.621111111111112,2.262e-02,Coma Berenices
2MFGC 10492,197.58062499999997,47.124,2.438e-02,Canes Venatici
CGCG 072-011 NED01,197.7325833333333,11.874777777777778,2.892e-02,Virgo
WISEA J131147.97+305820.9,197.95012499999999,30.972583333333333,2.479e-02,Coma Berenices
2MASX J13203296+1249223,200.1374583333333,12.822944444444444,2.490e-02,Virgo
SBS 1325+597,201.827375,59.50286111111111,1.641e-02,Ursa Major
UGC 08467,201.93274999999997,62.76658333333334,2.192e-02,Ursa Major
KUG 1327+404,202.33083333333332,40.150555555555556,2.742e-02,Canes Venatici
MCG +10-19-088,203.354625,58.31616666666666,2.524e-02,Ursa Major
WISEA J133630.03+155251.6,204.12499999999997,15.880972222222223,2.611e-02,Boötes
TOLOLO 1338+065,205.20429166666662,6.281888888888889,2.903e-02,Virgo
KUG 1340+372,205.58374999999998,36.953583333333334,2.146e-02,Canes Venatici
WISEA J134258.61+220933.9,205.7443333333333,22.159333333333333,2.671e-02,Boötes
MCG +09-23-005,206.24674999999996,51.02386111111111,2.893e-02,Ursa Major
WISEA J134939.80+474908.2,207.41574999999995,47.81888888888889,2.793e-02,Canes Venatici
WISEA J135752.59+230523.9,209.4690833333333,23.089916666666664,2.838e-02,Boötes
SBS 1408+558,212.44641666666664,55.59955555555556,2.598e-02,Ursa Major
2MASX J14124889+1544144,213.20379166666663,15.737277777777777,2.268e-02,Boötes
2MFGC 11588,214.07466666666667,14.354472222222222,2.615e-02,Boötes
FGC 1739,214.43887499999997,7.4237777777777785,2.340e-02,Boötes
KUG 1425+141,216.92737499999996,13.90688888888889,1.743e-02,Boötes
2MASS J14293258+0107029,217.3857083333333,1.117388888888889,2.969e-02,Virgo
VIII Zw 425,217.58083333333332,4.659555555555556,2.568e-02,Virgo
WISEA J143052.29+060209.7,217.71783333333332,6.036,2.484e-02,Virgo
KUG 1428+128,217.71766666666662,12.612777777777778,2.632e-02,Boötes
WISEA J143102.40+115322.5,217.7600833333333,11.889638888888888,2.665e-02,Boötes
2MFGC 11785,217.90624999999997,39.621,2.654e-02,Boötes
KUG 1430+369A,218.10866666666664,36.72375,2.852e-02,Boötes
WISEA J143255.42+293429.6,218.23091666666664,29.574833333333334,2.992e-02,Boötes
2MFGC 11818,218.5139583333333,7.047194444444444,2.706e-02,Virgo
TOLOLO 1437+030,220.05291666666665,2.7954166666666667,2.986e-02,Virgo
WISEA J144233.30+540256.0,220.63874999999996,54.04897222222222,2.953e-02,Boötes
WISEA J144613.35+005157.9,221.555625,0.8660555555555556,2.878e-02,Virgo
2MASX J14460889+3101503,221.53704166666665,31.030472222222222,2.953e-02,Boötes
KUG 1446+098,222.3419583333333,9.674944444444444,2.816e-02,Boötes
2MASX J14521349+1120219,223.0562083333333,11.33938888888889,2.925e-02,Boötes
WISEA J145659.67+390756.9,224.24849999999998,39.13247222222222,2.804e-02,Boötes
LCSB S2126O,225.85404166666666,42.05755555555555,1.679e-02,Boötes
WISEA J150418.22+402736.0,226.07620833333328,40.46,2.938e-02,Boötes
WISEA J150645.49+404051.5,226.68949999999998,40.680972222222216,2.923e-02,Boötes
KUG 1506+566,227.0538333333333,56.422805555555556,2.954e-02,Draco
CGCG 021-046,228.1048333333333,1.4973333333333334,2.892e-02,Serpens
WISEA J151202.07+325455.3,228.00862499999997,32.91536111111111,2.292e-02,Boötes
2MASX J15190585-0001567,229.7743333333333,-0.03238888888888889,2.610e-02,Serpens
2MASX J15205607+4246313,230.23337499999997,42.775277777777774,1.835e-02,Boötes
WISEA J152137.59+471424.3,230.40687499999999,47.24,2.911e-02,Boötes
2MFGC 12422,230.69508333333332,37.70027777777778,2.369e-02,Boötes
FGC 1905,232.30924999999996,-1.1590833333333332,2.837e-02,Serpens
WISEA J153207.88+490729.8,233.03274999999996,49.12486111111111,2.499e-02,Boötes
UGC 09898,233.49904166666664,15.96036111111111,2.623e-02,Serpens
WISEA J153341.50+280843.6,233.42279166666663,28.145444444444443,1.870e-02,Corona Borealis
WISEA J153738.07+132819.8,234.40870833333332,13.472444444444445,2.921e-02,Serpens
WISEA J155621.88+475717.1,239.09120833333333,47.95483333333333,1.903e-02,Hercules
IC 0732 NED01,176.49762499999997,20.447027777777777,2.370e-02,Leo
KUG 0806+573,122.67779166666664,57.22863888888889,2.597e-02,Lynx
KUG 0808+264,122.92829166666667,26.320916666666665,2.621e-02,Cancer
KUG 0811+260,123.70187499999996,25.92136111111111,2.095e-02,Cancer
KUG 0812+457,124.12058333333333,45.63777777777778,2.262e-02,Lynx
KUG 0823+437,126.71262499999999,43.60161111111111,1.374e-02,Lynx
KUG 0825+222,127.06808333333333,22.034750000000003,2.152e-02,Cancer
KUG 0825+407,127.30374999999997,40.587361111111115,2.827e-02,Lynx
KUG 0827+412,127.64649999999997,41.10266666666667,2.815e-02,Lynx
KUG 0830+421,128.39483333333334,41.933027777777774,2.561e-02,Lynx
KUG 0835+360,129.64091666666664,35.91616666666666,2.732e-02,Lynx
KUG 0835+455,129.7355,45.327222222222225,2.367e-02,Lynx
KUG 0845+377,132.059375,37.57308333333334,2.730e-02,Lynx
KUG 0846+399,132.3913333333333,39.74686111111111,2.398e-02,Lynx
KUG 0848+414,132.99124999999998,41.247083333333336,2.954e-02,Lynx
KUG 0854+409,134.50875,40.75494444444445,2.877e-02,Lynx
KUG 0858+424,135.44370833333332,42.29436111111111,2.729e-02,Lynx
KUG 0928+325,142.89325,32.37266666666667,2.252e-02,Leo
KUG 0928+413,143.0305833333333,41.123222222222225,2.755e-02,Lynx
KUG 0932+491,143.90862499999997,48.89180555555556,2.500e-02,Ursa Major
KUG 0933+277,144.05149999999998,27.514083333333332,2.771e-02,Leo
KUG 0937+311,145.21783333333332,30.938805555555557,2.204e-02,Leo
KUG 0942+421,146.39854166666666,41.95905555555556,7.729e-03,Ursa Major
KUG 0952+327,148.88199999999998,32.55316666666666,2.680e-02,Leo
KUG 0953+357,149.1115833333333,35.52772222222222,2.733e-02,Leo Minor
KUG 0954+677,149.70170833333333,67.50005555555556,1.269e-02,Ursa Major
KUG 1003+425,151.74383333333333,42.25577777777778,2.235e-02,Ursa Major
KUG 1004+321A,151.94441666666665,31.893944444444443,1.769e-02,Leo Minor
KUG 1006+322,152.24154166666665,32.01058333333334,4.819e-03,Leo Minor
KUG 1026+393,157.29804166666665,39.11488888888889,2.591e-02,Leo Minor
KUG 1027+403,157.68574999999998,40.0575,2.309e-02,Ursa Major
KUG 1040+339,160.88574999999997,33.64463888888889,2.236e-02,Leo Minor
KUG 1043+408,161.554875,40.58669444444445,2.441e-02,Ursa Major
KUG 1044+343,161.86849999999998,34.13216666666667,2.172e-02,Leo Minor
KUG 1047+300,162.59829166666665,29.81275,2.993e-02,Leo Minor
KUG 1047+365,162.50633333333332,36.25677777777778,2.190e-02,Leo Minor
KUG 1052+301A,163.721,29.841305555555554,2.949e-02,Leo Minor
KUG 1055+475,164.71545833333332,47.302638888888886,2.529e-02,Ursa Major
KUG 1058+311,165.41479166666664,30.901,2.572e-02,Leo Minor
KUG 1100+459,165.80037499999997,45.665527777777775,2.931e-02,Ursa Major
KUG 1101+442,165.97616666666667,43.99036111111111,2.559e-02,Ursa Major
KUG 1107+297,167.62341666666663,29.441222222222223,2.859e-02,Ursa Major
KUG 1112+275,168.70483333333328,27.236305555555557,2.713e-02,Leo
KUG 1120+303,170.89908333333332,30.037750000000003,2.370e-02,Ursa Major
KUG 1122+382,171.40041666666664,37.94680555555555,6.876e-03,Ursa Major
KUG 1141+333,176.12279166666664,33.05591666666666,2.128e-02,Ursa Major
KUG 1146+428,177.35495833333331,42.55369444444444,2.005e-02,Ursa Major
KUG 1149+206,178.1018333333333,20.324666666666666,2.164e-02,Leo
KUG 1150+176,178.34849999999997,17.3735,2.278e-02,Leo
KUG 1150+233,178.22899999999998,23.110500000000002,2.252e-02,Leo
KUG 1151+387,178.41495833333332,38.463861111111115,2.421e-02,Ursa Major
KUG 1153+245,179.00654166666666,24.320888888888888,2.826e-02,Leo
KUG 1153+246,179.02962499999998,24.39527777777778,2.829e-02,Leo
KUG 1153+248A,179.11354166666663,24.53738888888889,2.988e-02,Leo
KUG 1201+232,180.984375,22.980083333333333,2.258e-02,Coma Berenices
KUG 1203+198,181.4360833333333,19.599055555555555,2.312e-02,Coma Berenices
KUG 1204+253,181.6507083333333,25.11388888888889,1.055e-02,Coma Berenices
KUG 1208+385,182.8063333333333,38.22947222222223,2.287e-02,Canes Venatici
KUG 1209+296,183.01487499999996,29.417250000000003,2.265e-02,Coma Berenices
KUG 1213+292,183.90283333333332,28.99116666666667,2.655e-02,Coma Berenices
KUG 1219+288,185.60287499999998,28.615694444444447,2.727e-02,Coma Berenices
KUG 1219+298,185.59108333333333,29.58138888888889,2.631e-02,Coma Berenices
KUG 1224+168,186.77820833333328,16.59133333333333,2.577e-02,Coma Berenices
KUG 1230+292,188.20762499999998,28.958777777777776,2.779e-02,Coma Berenices
KUG 1230+365,188.2025833333333,36.273916666666665,2.127e-02,Canes Venatici
KUG 1243+278,191.58116666666666,27.53677777777778,1.997e-02,Coma Berenices
KUG 1244+307,191.61308333333332,30.515777777777778,2.206e-02,Coma Berenices
KUG 1246+263,192.13729166666667,26.11552777777778,2.135e-02,Coma Berenices
KUG 1250+269,193.246,26.720388888888888,2.713e-02,Coma Berenices
KUG 1256+262,194.84458333333328,26.026249999999997,2.022e-02,Coma Berenices
KUG 1256+287B,194.84649999999996,28.488611111111112,2.334e-02,Coma Berenices
KUG 1258+279B,195.24325,27.65211111111111,1.737e-02,Coma Berenices
KUG 1309+345A,197.88299999999998,34.32933333333334,2.086e-02,Canes Venatici
KUG 1322+365,201.21412499999997,36.275638888888885,1.847e-02,Canes Venatici
KUG 1355+137,209.43824999999995,13.474916666666667,2.337e-02,Boötes
SBS 1411+546A,213.2143333333333,54.37452777777778,6.647e-03,Boötes
KUG 1417+336,214.9758333333333,33.42408333333333,2.455e-02,Boötes
KUG 1417+567,214.77654166666665,56.483555555555554,2.930e-02,Ursa Major
KUG 1421+366,215.91841666666664,36.42294444444444,2.826e-02,Boötes
SBS 1430+526,218.13974999999996,52.41288888888889,1.139e-02,Boötes
KUG 1458+568,224.95212499999997,56.67747222222222,2.580e-02,Draco
KUG 1554+234,239.1554583333333,23.314027777777778,2.734e-02,Serpens
KUG 0810+247,123.3065,24.60813888888889,2.053e-02,Cancer
KUG 0846+410B,132.39604166666666,40.83905555555556,2.810e-02,Lynx
KUG 0852+373,133.8857083333333,37.202111111111115,2.724e-02,Lynx
KUG 0925+387B,142.16604166666664,38.56361111111111,1.245e-02,Leo Minor
KUG 0951+336B,148.59758333333332,33.38616666666667,2.929e-02,Leo Minor
KUG 0955+364,149.56770833333331,36.258944444444445,2.703e-02,Leo Minor
KUG 0958+371,150.279125,36.922694444444446,4.862e-03,Leo Minor
KUG 1104+461,166.85795833333333,45.829888888888895,2.478e-02,Ursa Major
KUG 1156+247,179.84416666666664,24.49738888888889,2.241e-02,Coma Berenices
MRK 0043,180.75137499999997,39.425999999999995,2.051e-02,Ursa Major
KUG 1207+266,182.61029166666663,26.367416666666667,2.638e-02,Coma Berenices
KUG 1216+320,184.71545833333332,31.73986111111111,2.671e-02,Coma Berenices
KUG 1249+272A,192.9372083333333,27.018361111111112,2.134e-02,Coma Berenices
KUG 1256+278A,194.618375,27.55938888888889,2.526e-02,Coma Berenices
IC 4077,195.39187499999997,37.38622222222222,2.346e-02,Canes Venatici
KUG 1310+262B,198.26041666666666,25.953833333333332,2.424e-02,Coma Berenices
KUG 1318+334,200.12591666666665,33.14522222222222,1.819e-02,Canes Venatici
KUG 1333+335,203.9694583333333,33.327083333333334,2.361e-02,Canes Venatici
UGC 05185,145.72979166666664,28.980777777777774,2.839e-02,Leo
WISEA J114448.12+193451.4,176.20062499999997,19.580944444444444,1.968e-02,Leo
WISEA J114436.54+194505.7,176.15229166666663,19.751583333333333,1.908e-02,Leo
2MASS J11452551+1949053,176.35629166666664,19.81813888888889,2.816e-02,Leo
2MASX J11452811+2017397,176.3672083333333,20.29427777777778,1.903e-02,Leo
IC 0732 NED02,176.49945833333334,20.438916666666668,2.444e-02,Leo
2MASX J13003351+2730146,195.14004166666663,27.504194444444444,1.861e-02,Coma Berenices
WISEA J130026.86+273056.1,195.11191666666664,27.51561111111111,2.595e-02,Coma Berenices
NGC 4911A,195.22549999999998,27.783722222222224,2.768e-02,Coma Berenices
WISEA J125954.86+274745.6,194.97858333333332,27.796000000000003,2.751e-02,Coma Berenices
WISEA J125853.05+274848.2,194.72104166666665,27.81341666666667,1.842e-02,Coma Berenices
WISEA J130045.38+275007.9,195.18908333333331,27.8355,2.927e-02,Coma Berenices
WISEA J125801.72+275112.8,194.50712499999997,27.853555555555555,1.897e-02,Coma Berenices
WISEA J125944.21+275203.6,194.93420833333332,27.867694444444446,2.081e-02,Coma Berenices
IC 3960A,194.79016666666664,27.86738888888889,2.306e-02,Coma Berenices
GIN 762,194.84425,27.89688888888889,1.719e-02,Coma Berenices
WISEA J130113.63+275451.3,195.30679166666667,27.914277777777777,1.951e-02,Coma Berenices
WISEA J125939.66+275714.2,194.91524999999996,27.953916666666665,2.678e-02,Coma Berenices
WISEA J130003.75+275753.0,195.015625,27.96472222222222,1.778e-02,Coma Berenices
WISEA J125921.41+275824.7,194.8392083333333,27.973555555555553,2.008e-02,Coma Berenices
WISEA J125938.32+275913.9,194.90966666666665,27.987194444444444,2.260e-02,Coma Berenices
WISEA J125926.62+275954.1,194.86079166666664,27.998472222222222,2.224e-02,Coma Berenices
WISEA J125909.47+280227.2,194.78941666666665,28.040916666666668,2.404e-02,Coma Berenices
WISEA J125951.40+280424.2,194.96441666666664,28.07347222222222,2.499e-02,Coma Berenices
WISEA J125951.75+280554.5,194.96566666666664,28.098527777777775,2.551e-02,Coma Berenices
WISEA J125746.70+280826.7,194.44462499999997,28.140777777777778,2.138e-02,Coma Berenices
WISEA J125925.81+281113.1,194.85758333333328,28.186972222222224,2.576e-02,Coma Berenices
WISEA J125830.96+281401.0,194.62899999999996,28.23363888888889,2.429e-02,Coma Berenices
WISEA J114319.67+192522.4,175.832,19.42288888888889,2.301e-02,Leo
WISEA J114504.73+194055.4,176.26979166666663,19.682083333333335,2.122e-02,Leo
2MASX J11451377+1945219,176.30737499999998,19.756166666666665,2.754e-02,Leo
LCSB S1622P,176.549875,19.85291666666667,1.825e-02,Leo
2MASX J11450658+2009229,176.27741666666665,20.156444444444443,2.048e-02,Leo
KUG 1142+207,176.1680833333333,20.477194444444443,2.026e-02,Leo
WISEA J130010.42+273540.9,195.04337499999997,27.595027777777776,1.865e-02,Coma Berenices
WISEA J125819.18+274543.4,194.57991666666663,27.762083333333333,1.818e-02,Coma Berenices
WISEA J130032.52+274558.1,195.13545833333333,27.766166666666667,2.225e-02,Coma Berenices
WISEA J125937.83+274636.4,194.90762499999997,27.776833333333332,2.269e-02,Coma Berenices
GIN 760,194.8777083333333,27.791416666666667,2.591e-02,Coma Berenices
2MASX J12571778+2748388,194.3242083333333,27.810916666666667,2.383e-02,Coma Berenices
NGC 3861B,176.279,19.96686111111111,1.988e-02,Leo
2MASX J11531043+2801585,178.29358333333332,28.032833333333333,2.848e-02,Leo
2MASX J12375086+2759592,189.462,27.999972222222222,2.432e-02,Coma Berenices
2MASX J12555969+2757185,193.99899999999997,27.955083333333334,2.701e-02,Coma Berenices
WISEA J125940.28+275805.6,194.91779166666663,27.968249999999998,2.527e-02,Coma Berenices
UGC 06314,169.54074999999997,30.406777777777776,2.564e-02,Ursa Major
UGC 06314 NOTES01,169.54654166666666,30.409305555555555,2.569e-02,Ursa Major
ARK 377,188.35645833333334,13.23311111111111,2.422e-02,Virgo
2MASX J09162751+1955138,139.11458333333334,19.9205,2.593e-02,Cancer
SDSS J101723.29+214757.9,154.34704166666666,21.799444444444447,6.481e-03,Leo
SDSS J095846.23+312908.3,149.69266666666667,31.48563888888889,2.108e-02,Leo
2MASXi J1052228+323813,163.09533333333334,32.63736111111111,5.110e-03,Leo Minor
WISEA J111017.22+290240.1,167.5718333333333,29.044444444444448,2.539e-02,Ursa Major
2MASX J12081146+3045113,182.04787499999995,30.753305555555556,2.346e-02,Coma Berenices
2MASX J12502980+3136255,192.62412499999996,31.607055555555558,2.975e-02,Canes Venatici
KUG 0809+353,123.06174999999998,35.15705555555555,1.749e-02,Lynx
2MASX J09053367+3733490,136.39012499999998,37.56322222222222,6.318e-03,Lynx
2MASX J09451036+3546393,146.29299999999998,35.77761111111111,2.216e-02,Leo Minor
SBS 1401+490,210.93633333333332,48.766333333333336,2.524e-03,Ursa Major
SBS 1415+498,214.2749583333333,49.57908333333334,1.286e-02,Boötes
LCSB S2042O,215.05441666666664,40.347722222222224,2.551e-02,Boötes
SBS 1437+509,219.6973333333333,50.71702777777778,7.350e-03,Boötes
2MASX J14454565+3401170,221.44016666666664,34.02122222222222,2.905e-02,Boötes
2MFGC 12106,224.14374999999998,48.22525,2.780e-02,Boötes
2MFGC 12529,232.8743333333333,40.043277777777774,2.927e-02,Boötes
2MASS J11470809+2937261,176.78383333333332,29.62397222222222,2.208e-02,Ursa Major
SDSS J081025.18+340015.5,122.60504166666665,34.00438888888889,1.740e-02,Lynx
SDSS J141042.61+384306.3,212.6775833333333,38.71841666666667,2.561e-02,Boötes
2MASX J14293013+3532569,217.37579166666663,35.54872222222222,2.887e-02,Boötes
LCSB S2113O,224.33837499999996,44.17697222222222,1.182e-02,Boötes
KUG 1020+350,155.79616666666664,34.755944444444445,2.918e-02,Leo Minor
2MASX J11060874+3610512,166.536375,36.18069444444444,2.464e-02,Ursa Major
WISEA J134244.44+350346.2,205.68512499999994,35.062916666666666,2.432e-02,Canes Venatici
SDSS J134650.98+142454.6,206.71241666666666,14.415166666666668,2.180e-02,Boötes
SDSS J140127.53+015822.6,210.36475,1.9729444444444446,2.431e-02,Virgo
2MFGC 11934,220.87279166666664,0.20386111111111113,2.842e-02,Virgo
B2 1142+28B,176.34329166666663,27.85238888888889,2.973e-02,Leo
WISEA J121426.95+113755.1,183.61229166666664,11.631972222222222,2.367e-02,Virgo
MRK 0123,146.79466666666664,56.107305555555556,2.550e-02,Ursa Major
I Zw 116 NOTES01,233.75049999999996,46.81466666666666,1.884e-02,Boötes
VII Zw 261 NOTES02,137.42533333333333,64.42508333333333,1.769e-02,Ursa Major
I Zw 131,239.43666666666664,41.709500000000006,2.379e-02,Hercules
LSBC F508-03,199.53158333333332,24.742333333333335,9.318e-03,Coma Berenices
LSBC F640-V02,164.4089583333333,13.979027777777778,4.146e-03,Leo
LSBC D512-06,221.38699999999997,25.684944444444444,1.428e-02,Boötes
VCC 0270,184.528375,5.684527777777778,8.486e-03,Virgo
NGC 5329,208.04204166666665,2.3251111111111107,2.371e-02,Virgo
UGC 09244,216.53495833333332,5.237916666666667,2.793e-02,Virgo
UGC 09613,224.19133333333332,5.583777777777778,2.977e-02,Virgo
MRK 0237a,195.3265,48.05847222222222,2.955e-02,Canes Venatici
2MASX J12570456+2746228,194.2689583333333,27.773027777777777,2.513e-02,Coma Berenices
NGC 5214,203.20291666666665,41.871833333333335,2.728e-02,Canes Venatici
UGC 08482 NOTES01,202.40641666666664,26.422222222222224,2.434e-02,Coma Berenices
2MASX J14590930+3247559,224.7888333333333,32.799,2.035e-02,Boötes
WISEA J115243.13+291901.7,178.17974999999998,29.317166666666665,2.936e-02,Ursa Major
SDSS J130633.01+292156.2,196.6375833333333,29.36561111111111,2.434e-02,Coma Berenices
SDSS J121220.12+292424.4,183.0838333333333,29.406805555555554,2.778e-02,Coma Berenices
SDSS J123424.50+291746.0,188.6020833333333,29.296111111111113,2.629e-02,Coma Berenices
KUG 1246+295A,192.178125,29.239250000000002,2.328e-02,Coma Berenices
SDSS J144754.67+291929.4,221.97783333333328,29.324833333333334,1.233e-02,Boötes
WISEA J134319.42+011920.5,205.83095833333329,1.322361111111111,2.254e-02,Virgo
2MASX J13482260-0046006,207.09437499999999,-0.7669722222222223,2.614e-02,Virgo
2MASX J10393454-0015117,159.89379166666666,-0.2530277777777778,1.880e-02,Sextans
2MASX J10424278-0020535,160.67816666666664,-0.34827777777777774,1.874e-02,Sextans
2MASX J10394287-0042287,159.92874999999998,-0.7079444444444444,2.719e-02,Sextans
UGC 04719 NOTES01,135.20204166666664,50.672,1.759e-02,Ursa Major
FGC 1319,177.736875,21.197194444444445,2.692e-02,Leo
FGC 0706,121.14624999999998,35.99775,1.872e-02,Lynx
FGC 0728,123.54133333333331,57.411944444444444,2.746e-02,Lynx
FGC 0754,126.35004166666664,30.27311111111111,2.549e-02,Cancer
FGC 0758,127.248375,56.093111111111114,2.579e-02,Lynx
FGC 0790,131.51095833333335,2.5336666666666665,2.799e-02,Hydra
FGC 0812,133.54295833333333,11.149111111111111,2.977e-02,Cancer
FGC 1391,183.83399999999997,-0.3980277777777778,2.079e-02,Virgo
FGC 1426,186.03066666666663,45.43447222222222,2.379e-02,Canes Venatici
FGC 1517,193.52241666666666,0.17530555555555555,2.275e-02,Virgo
FGC 1554,196.43579166666666,25.38502777777778,2.456e-02,Coma Berenices
FGC 1683,208.85791666666663,5.7290833333333335,1.812e-02,Virgo
FGC 1759,217.67712499999996,12.324833333333332,2.504e-02,Boötes
FGC 1811,222.05724999999998,13.162472222222222,2.931e-02,Boötes
FGC 1815,222.31712499999995,31.907833333333333,2.995e-02,Boötes
FGC 1856,226.54766666666663,48.62972222222222,1.885e-02,Boötes
FGC 1871,228.93033333333332,-0.4233055555555556,2.799e-02,Serpens
FGC 1922,233.65295833333332,43.03933333333333,2.008e-02,Boötes
FGC 1926,234.22274999999996,51.28863888888889,1.953e-02,Boötes
FGC 100A,128.83141666666666,27.487583333333333,2.796e-02,Cancer
FGC 124A,156.47616666666664,6.215472222222222,2.421e-02,Sextans
SDSS J154505.94+355326.9,236.27479166666666,35.89083333333333,6.308e-03,Corona Borealis
2MASX J12564353+2702048,194.1813333333333,27.034750000000003,1.872e-02,Coma Berenices
WISEA J124749.60+270031.3,191.95670833333332,27.00872222222222,2.119e-02,Coma Berenices
2MASX J13000654+2927452,195.0273333333333,29.462666666666667,2.177e-02,Coma Berenices
SDSS J090859.62+600346.2,137.2484583333333,60.06283333333333,5.248e-03,Ursa Major
SBS 1109+595,168.21783333333332,59.25736111111111,2.916e-02,Ursa Major
WISEA J125214.22+662850.9,193.05920833333332,66.48091666666667,2.794e-02,Draco
2MASX J10294219+6248267,157.42541666666662,62.8075,2.330e-02,Ursa Major
WISEA J081738.46+583528.5,124.41016666666664,58.59119444444445,2.450e-02,Lynx
WISEA J094507.72+584008.7,146.28241666666665,58.66916666666666,2.965e-02,Ursa Major
SBS 0812+577,124.13449999999999,57.5575,2.659e-02,Lynx
2MASX J15514222+5036381,237.92604166666663,50.61069444444445,2.815e-02,Hercules
SBS 1306+576,197.08895833333332,57.37588888888889,2.845e-02,Ursa Major
SBS 0808+569,123.00445833333332,56.783027777777775,2.827e-02,Lynx
SDSS J092002.11+562123.6,140.008875,56.356611111111114,1.250e-02,Ursa Major
WISEA J150816.39+564007.9,227.0683333333333,56.668861111111106,2.917e-02,Draco
WISEA J133801.47+551115.5,204.50608333333332,55.187638888888884,2.506e-02,Ursa Major
WISEA J150040.23+552919.4,225.16766666666663,55.48869444444445,2.631e-02,Draco
WISEA J084341.70+540134.6,130.92375,54.02630555555555,2.981e-02,Ursa Major
SDSS J130124.14+524632.4,195.350625,52.775666666666666,1.530e-02,Ursa Major
SBS 1344+527,206.67,52.47683333333334,2.918e-02,Ursa Major
WISEA J084459.53+482900.1,131.2480833333333,48.483361111111115,2.434e-02,Ursa Major
WISEA J084612.98+482054.0,131.55404166666665,48.34836111111111,2.962e-02,Ursa Major
WISEA J094304.37+480513.1,145.76816666666664,48.087,2.456e-02,Ursa Major
WISEA J094731.55+481511.5,146.8815,48.25325,2.477e-02,Ursa Major
2MASX J10292289+4838019,157.34549999999996,48.633805555555554,2.482e-02,Ursa Major
2MASX J12173195+4759420,184.38341666666662,47.995222222222225,2.293e-03,Canes Venatici
WISEA J135152.61+484234.1,207.96920833333328,48.70944444444445,2.573e-02,Ursa Major
2MASX J13320888+4729067,203.0369583333333,47.485083333333336,2.705e-02,Canes Venatici
2MASX J11590562+4549130,179.77333333333328,45.82047222222223,2.401e-02,Ursa Major
2MASS J15523609+4542142,238.15045833333332,45.70397222222223,2.764e-02,Hercules
WISEA J084146.28+441828.5,130.44279166666664,44.307916666666664,2.930e-02,Lynx
WISEA J103606.56+440200.9,159.02737499999998,44.03358333333333,1.824e-02,Ursa Major
2MASX J08043556+5042305,121.14795833333332,50.708555555555556,2.272e-02,Lynx
KUG 0846+504,132.55533333333332,50.224722222222226,2.714e-02,Ursa Major
2MASX J09350071+4858355,143.753875,48.97672222222222,2.496e-02,Ursa Major
WISEA J130946.99+485358.6,197.44579166666665,48.89958333333333,2.889e-02,Canes Venatici
WISEA J150346.03+493133.3,225.94174999999998,49.525888888888886,1.923e-02,Boötes
WISEA J150459.92+491046.5,226.24979166666662,49.17944444444444,2.689e-02,Boötes
2MFGC 10196,193.63829166666665,27.63277777777778,2.439e-02,Coma Berenices
CGCG 160-062 NED01,194.57599999999996,29.128805555555555,2.632e-02,Coma Berenices
2MASX J12591668+2706218,194.81937499999998,27.106083333333334,2.795e-02,Coma Berenices
WISEA J125923.40+275510.1,194.84754166666661,27.919583333333335,2.311e-02,Coma Berenices
WISEA J130007.48+275729.6,195.03112499999997,27.958055555555553,2.071e-02,Coma Berenices
SDSS J130147.07+290436.0,195.446125,29.076694444444446,2.311e-02,Coma Berenices
WISEA J130312.63+281020.9,195.80262499999998,28.1725,2.425e-02,Coma Berenices
WISEA J125344.07+274651.0,193.43362499999998,27.780833333333334,2.218e-02,Coma Berenices
2MASX J12534657+2723099,193.4443333333333,27.385777777777776,2.766e-02,Coma Berenices
WISEA J125422.73+274440.1,193.59479166666665,27.744500000000002,2.374e-02,Coma Berenices
WISEA J125437.43+274131.1,193.6559583333333,27.692,2.816e-02,Coma Berenices
WISEA J125623.75+271401.9,194.099,27.234,2.019e-02,Coma Berenices
SDSS J125839.93+264534.2,194.666375,26.7595,2.485e-02,Coma Berenices
WISEA J130512.50+280908.7,196.302125,28.15244444444444,2.173e-02,Coma Berenices
2MASX J15402996+2821568,235.12499999999994,28.365722222222225,2.998e-02,Corona Borealis
SBS 0837+578,130.46974999999998,57.63386111111111,2.599e-02,Ursa Major
WISEA J090535.53+615737.8,136.39795833333332,61.9605,2.563e-02,Ursa Major
WISEA J102932.89+513633.2,157.38712499999997,51.60927777777778,2.498e-02,Ursa Major
2MASX J13083072+5038311,197.12816666666663,50.64222222222222,2.931e-02,Canes Venatici
2MASS J14333799+5012031,218.40862499999997,50.20080555555556,7.141e-03,Boötes
UGC 04765,136.47708333333333,47.17930555555555,2.718e-02,Ursa Major
WISEA J103519.16+473824.2,158.82979166666664,47.64,2.625e-02,Ursa Major
WISEA J080520.18+464259.5,121.33408333333334,46.7165,2.175e-02,Lynx
2MASX J08473472+4614468,131.8945,46.24625,2.924e-02,Lynx
WISEA J114815.19+460806.5,177.0633333333333,46.13511111111111,2.506e-02,Ursa Major
2MASXi J1429216+450551,217.34012499999997,45.09769444444445,2.788e-02,Boötes
