OBJNAME,RA,DEC,Z,constellation
CGCG 271-034,200.63533333333334,54.818222222222225,1.181e-02,Ursa Major
UGC 08409,200.7535833333333,23.306361111111112,9.301e-03,Coma Berenices
NGC 5123,200.7938333333333,43.08625,2.766e-02,Canes Venatici
KUG 1321+323,200.83391666666662,32.06347222222222,1.669e-02,Canes Venatici
NGC 5125,201.0029583333333,9.710194444444443,2.324e-02,Virgo
CGCG 218-007,200.95187499999994,43.30119444444444,2.734e-02,Canes Venatici
NGC 5129,201.0417083333333,13.976527777777777,2.297e-02,Virgo
UGC 08429,201.10441666666665,17.09311111111111,2.417e-02,Coma Berenices
UGC 08430,201.05241666666663,41.81969444444445,2.414e-02,Canes Venatici
CGCG 101-039,201.1170833333333,18.231499999999997,2.832e-02,Coma Berenices
NGC 5141,201.21433333333331,36.37852777777778,1.734e-02,Canes Venatici
CGCG 101-042,201.29299999999995,17.053333333333335,2.750e-02,Coma Berenices
CGCG 101-041,201.31587499999998,14.473361111111112,2.354e-02,Coma Berenices
UGC 08440,201.40137499999994,36.38122222222222,1.876e-02,Canes Venatici
MRK 1478,201.34737499999997,59.612,2.660e-02,Ursa Major
NGC 5149,201.53812499999998,35.934416666666664,1.870e-02,Canes Venatici
NGC 5148,201.6615833333333,2.3137222222222222,2.236e-02,Virgo
UGC 08448,201.6663333333333,19.944666666666667,2.386e-02,Coma Berenices
ARK 417,201.68116666666666,30.506666666666668,2.360e-02,Canes Venatici
SBS 1324+599,201.628,59.72047222222223,2.902e-02,Ursa Major
CGCG 044-087,201.82516666666663,5.635861111111111,2.365e-02,Virgo
UGC 08456,201.89549999999997,15.189305555555556,2.375e-02,Coma Berenices
UGC 08457,201.87812499999995,20.880972222222223,1.980e-02,Coma Berenices
NGC 5164,201.79958333333332,55.48716666666667,2.401e-02,Ursa Major
MCG +09-22-065,201.9464583333333,51.13755555555556,2.529e-02,Canes Venatici
NGC 5159,202.06737499999997,2.982666666666667,2.107e-02,Virgo
NGC 5165,202.16324999999998,11.387055555555555,2.299e-02,Virgo
UGC 08469,202.22791666666666,10.038083333333333,2.293e-02,Virgo
MRK 0259,202.18354166666666,43.93069444444444,2.797e-02,Canes Venatici
CGCG 016-075,202.3077083333333,0.7285277777777778,2.256e-02,Virgo
MRK 0258,202.2039583333333,53.44288888888889,2.536e-02,Ursa Major
NGC 5201,202.31754166666664,53.08197222222223,2.909e-02,Ursa Major
UGC 08481,202.45245833333328,-0.2941666666666667,2.124e-02,Virgo
KUG 1327+371,202.42120833333328,36.90519444444444,1.823e-02,Canes Venatici
NGC 5187,202.45079166666665,31.13013888888889,2.388e-02,Canes Venatici
NGC 5185,202.50937499999998,13.416055555555555,2.468e-02,Virgo
MRK 0257,202.44129166666661,55.60375,1.657e-02,Ursa Major
MCG +06-30-021,202.65399999999997,34.91738888888889,2.564e-02,Canes Venatici
UGC 08506,202.66141666666667,49.136583333333334,1.638e-02,Canes Venatici
CGCG 073-011,202.84133333333332,10.725916666666667,2.103e-02,Virgo
CGCG 073-014,202.963875,14.137416666666667,2.527e-02,Virgo
CGCG 102-005,203.030625,14.433972222222222,2.776e-02,Coma Berenices
IC 0894,203.0200833333333,17.048972222222226,2.165e-02,Coma Berenices
MRK 1351,203.1045833333333,3.06125,2.229e-02,Virgo
UGC 08524,203.11254166666663,36.846333333333334,2.256e-02,Canes Venatici
UGC 08526,203.22966666666665,-1.1594722222222222,1.269e-02,Virgo
CGCG 102-011,203.23662499999998,16.637527777777777,2.220e-02,Coma Berenices
CGCG 294-043,203.06775,60.39377777777778,2.308e-02,Ursa Major
NGC 5211,203.27224999999999,-1.0358055555555556,1.235e-02,Virgo
CGCG 294-044,203.16466666666665,56.742666666666665,2.367e-02,Ursa Major
KUG 1330+173,203.310625,17.12402777777778,2.366e-02,Coma Berenices
MRK 1355,203.34270833333332,9.527333333333335,2.377e-02,Virgo
CGCG 190-022,203.27737499999998,33.15105555555555,2.496e-02,Canes Venatici
KUG 1330+333,203.30529166666665,33.10975,2.446e-02,Canes Venatici
UGC 08536,203.317875,34.537,2.434e-02,Canes Venatici
CGCG 045-020,203.392375,5.483083333333333,2.274e-02,Virgo
UGC 08539,203.37091666666666,33.04238888888889,2.446e-02,Canes Venatici
CGCG 271-051,203.34383333333332,54.94911111111111,2.506e-02,Ursa Major
UGC 08551,203.51891666666663,52.70227777777778,2.968e-02,Ursa Major
UM 588,203.64804166666664,-0.3526944444444444,1.262e-02,Virgo
IC 0900,203.6792083333333,9.336861111111112,2.358e-02,Virgo
KUG 1332+385,203.62466666666663,38.29413888888889,2.575e-02,Canes Venatici
UGC 08561,203.73862499999998,34.04408333333333,2.365e-02,Canes Venatici
CGCG 294-048,203.62662499999996,60.26397222222222,2.980e-02,Ursa Major
NGC 5227,203.85233333333332,1.4105833333333333,1.745e-02,Virgo
KUG 1332+252,203.81166666666667,25.04475,2.609e-02,Coma Berenices
NGC 5230,203.8828333333333,13.676166666666665,2.292e-02,Virgo
UGC 08572,203.90745833333332,7.545222222222222,2.265e-02,Virgo
IC 4302,203.89979166666666,33.47958333333334,2.490e-02,Canes Venatici
UGC 08583,203.95820833333332,34.99897222222222,2.505e-02,Canes Venatici
CGCG 045-037,204.033,3.5095277777777776,2.361e-02,Virgo
UGC 08590,204.02770833333332,37.088055555555556,2.525e-02,Canes Venatici
NGC 5239,204.10916666666665,7.369583333333333,2.346e-02,Boötes
UGC 08611,204.2054583333333,44.88144444444445,8.798e-03,Canes Venatici
NGC 5249,204.40624999999997,15.972222222222223,2.587e-02,Boötes
UGC 08620,204.37045833333332,38.970555555555556,2.021e-02,Canes Venatici
KUG 1335+290,204.40879166666664,28.80263888888889,2.672e-02,Canes Venatici
UGC 08621,204.416125,39.15472222222222,1.982e-02,Canes Venatici
UM 595,204.5640833333333,-0.3985555555555556,2.204e-02,Virgo
IC 0903,204.608625,-0.2276388888888889,1.239e-02,Virgo
CGCG 017-046,204.61879166666665,0.5103333333333333,2.246e-02,Virgo
UGC 08626,204.59783333333328,6.887666666666666,2.360e-02,Virgo
UGC 08627,204.55437499999996,32.82288888888889,2.451e-02,Canes Venatici
CGCG 161-100,204.69116666666662,30.480416666666667,2.607e-02,Canes Venatici
UGC 08633,204.72299999999996,14.743833333333333,2.373e-02,Boötes
MCG +08-25-033,204.71599999999998,47.87127777777778,2.752e-02,Ursa Major
KUG 1337+280,204.93395833333332,27.77647222222222,2.821e-02,Boötes
UGC 08650,205.05237499999998,2.480138888888889,2.306e-02,Virgo
NGC 5265,205.0379583333333,36.86108333333333,1.909e-02,Canes Venatici
CGCG 045-068,205.11324999999997,4.773833333333333,2.296e-02,Virgo
KUG 1338+324,205.07604166666664,32.15313888888889,2.578e-02,Canes Venatici
NGC 5267,205.16649999999998,38.79408333333333,1.974e-02,Canes Venatici
MCG +08-25-037,205.1887083333333,48.171416666666666,2.785e-02,Ursa Major
IC 0910,205.28274999999996,23.282055555555555,2.634e-02,Boötes
CGCG 218-038,205.25104166666662,42.431416666666664,2.793e-02,Canes Venatici
UGC 08660,205.35375,13.856,2.390e-02,Boötes
CGCG 045-072,205.42804166666664,4.274055555555556,2.306e-02,Virgo
MCG +09-22-095,205.38841666666664,52.3035,1.507e-02,Ursa Major
CGCG 161-122,205.43837499999998,27.004694444444443,2.894e-02,Boötes
NGC 5270,205.5453333333333,4.262583333333334,2.352e-02,Virgo
CGCG 017-063,205.56262499999997,1.8574444444444445,2.857e-02,Virgo
CGCG 190-042,205.52483333333328,37.04122222222222,1.855e-02,Canes Venatici
UGC 08686 NOTES01,205.93729166666662,3.8890555555555557,2.340e-02,Virgo
CGCG 045-088,206.15591666666663,5.8518888888888885,2.292e-02,Virgo
KUG 1342+235,206.31383333333332,23.31652777777778,2.969e-02,Boötes
MRK 0068,206.32412499999998,27.120583333333332,1.729e-02,Boötes
UGC 08701,206.44008333333332,22.088833333333334,2.731e-02,Boötes
UGC 08702,206.3634583333333,47.922694444444446,2.799e-02,Ursa Major
CGCG 045-095,206.62337499999998,3.8783055555555555,1.783e-02,Virgo
MRK 0796,206.70604166666666,14.400472222222223,2.156e-02,Boötes
CGCG 017-070,206.78108333333333,1.9128333333333332,2.497e-02,Virgo
MRK 1361,206.76816666666664,11.106277777777777,2.280e-02,Boötes
UGCA 373,206.71941666666666,41.303916666666666,8.182e-03,Canes Venatici
MCG +07-28-064,206.709875,42.65130555555555,2.831e-02,Canes Venatici
CGCG 045-101,206.8377083333333,7.584722222222222,2.329e-02,Boötes
UGC 08724,206.9585833333333,37.75025,1.843e-02,Canes Venatici
NGC 5305,206.98225,37.82633333333334,1.885e-02,Canes Venatici
MRK 0275,207.16875,31.46088888888889,2.637e-02,Canes Venatici
UGC 08740,207.411625,4.238277777777778,2.345e-02,Virgo
CGCG 045-113,207.58633333333333,3.0149444444444446,2.449e-02,Virgo
MCG +10-20-039,207.4299583333333,60.01863888888889,6.225e-03,Ursa Major
UGC 08752,207.63641666666666,35.13163888888889,2.123e-02,Canes Venatici
CGCG 102-068,207.71979166666665,14.983666666666666,2.298e-02,Boötes
CGCG 017-074,207.75929166666663,-0.1542222222222222,2.343e-02,Virgo
CGCG 218-060,207.67279166666665,40.279333333333334,7.675e-03,Canes Venatici
MCG +08-25-047,207.70345833333332,49.31513888888889,2.824e-02,Ursa Major
MRK 0462,207.85570833333333,40.21327777777778,8.235e-03,Canes Venatici
IC 0951,207.9467083333333,50.97833333333333,1.352e-02,Ursa Major
IC 0949,208.06983333333332,22.521583333333332,2.781e-02,Boötes
CGCG 045-125,208.08491666666666,7.799472222222222,2.310e-02,Boötes
CGCG 017-089,208.30879166666662,0.44725000000000004,2.450e-02,Virgo
UGC 08796,208.29020833333328,4.960944444444444,1.692e-02,Virgo
ARK 431,208.29166666666663,17.3325,2.585e-02,Boötes
UGC 08801,208.38324999999998,-1.1944722222222222,2.373e-02,Virgo
CGCG 017-092,208.3779583333333,-1.0505555555555557,2.339e-02,Virgo
NGC 5349,208.3047083333333,37.88313888888889,1.914e-02,Canes Venatici
CGCG 017-093,208.42833333333328,0.060861111111111116,2.990e-02,Virgo
NGC 5352,208.410125,36.134055555555555,2.654e-02,Canes Venatici
KUG 1351+288,208.43662499999996,28.607055555555558,2.697e-02,Canes Venatici
CGCG 219-021,208.49804166666664,39.715472222222225,8.669e-03,Canes Venatici
KUG 1351+402,208.51566666666665,39.985194444444446,8.764e-03,Canes Venatici
UGC 08827,208.62987499999997,15.044138888888888,1.841e-02,Boötes
UGC 08828,208.61191666666664,21.830055555555557,2.781e-02,Boötes
CGCG 132-041,208.620625,23.756694444444445,2.798e-02,Boötes
MCG +09-23-013,208.51029166666666,54.6185,2.557e-02,Ursa Major
NGC 5361,208.64679166666664,38.449416666666664,1.884e-02,Canes Venatici
NGC 5368,208.6215,54.33066666666667,1.533e-02,Ursa Major
MRK 1366,208.86974999999998,6.596444444444444,2.403e-02,Virgo
CGCG 046-004,208.9300833333333,5.781361111111111,1.678e-02,Virgo
IC 0959,209.01416666666665,13.505833333333333,2.289e-02,Boötes
NGC 5366,209.10358333333332,-0.24755555555555556,2.969e-02,Virgo
UGC 08855,209.0442083333333,24.493833333333335,2.793e-02,Boötes
UGC 08858,209.01854166666666,38.30419444444444,1.872e-02,Canes Venatici
UGC 08862,209.16924999999998,20.171555555555557,2.754e-02,Boötes
KUG 1354+222,209.28341666666662,21.999222222222222,2.814e-02,Boötes
CGCG 074-014,209.30787499999997,11.997499999999999,2.078e-02,Boötes
UGC 08873,209.31424999999996,24.257583333333333,2.973e-02,Boötes
NGC 5374,209.3734583333333,6.0969999999999995,1.448e-02,Virgo
KUG 1355+347,209.31245833333332,34.510444444444445,2.708e-02,Canes Venatici
UGC 08878,209.4559583333333,9.87338888888889,2.270e-02,Boötes
UGC 08889,209.52362499999998,21.797500000000003,2.812e-02,Boötes
NGC 5384,209.55358333333334,6.518194444444444,1.699e-02,Virgo
UGC 08897,209.6718333333333,12.594472222222223,2.419e-02,Boötes
CGCG 103-033,209.6805833333333,14.762638888888889,2.703e-02,Boötes
UGC 08902,209.76154166666663,15.565666666666667,2.559e-02,Boötes
CGCG 074-025,209.834625,10.139333333333333,2.213e-02,Boötes
NGC 5399,209.88091666666665,34.773583333333335,1.220e-02,Canes Venatici
CGCG 018-016,210.05529166666665,-0.9627222222222221,2.473e-02,Virgo
UGC 08918,210.0608333333333,8.9675,1.368e-02,Boötes
CGCG 074-032,210.06724999999997,9.289277777777778,1.935e-02,Boötes
KUG 1358+151,210.17683333333332,14.930694444444445,2.489e-02,Boötes
NGC 5405,210.28945833333333,7.702277777777778,2.301e-02,Boötes
KUG 1358+298,210.24666666666664,29.562416666666667,2.734e-02,Canes Venatici
KUG 1358+160,210.31724999999997,15.776666666666667,2.619e-02,Boötes
CGCG 074-039,210.32541666666665,10.118805555555555,2.288e-02,Boötes
UGC 08936,210.22029166666664,49.37544444444445,6.361e-03,Ursa Major
CGCG 162-051,210.3815833333333,28.28666666666667,2.719e-02,Canes Venatici
NGC 5409,210.44199999999998,9.490277777777777,2.079e-02,Boötes
CGCG 074-045,210.46770833333332,8.785916666666667,2.026e-02,Boötes
NGC 5411,210.49691666666666,8.937694444444444,1.971e-02,Boötes
CGCG 074-048,210.4860833333333,9.5335,1.893e-02,Boötes
NGC 5414,210.51470833333332,9.929333333333332,1.413e-02,Boötes
NGC 5416,210.54716666666664,9.440111111111111,2.081e-02,Boötes
UGC 08948,210.6372083333333,9.079722222222221,2.006e-02,Boötes
CGCG 074-058,210.67537499999997,9.346694444444445,2.082e-02,Boötes
CGCG 219-045,210.59716666666665,38.71033333333334,1.999e-02,Canes Venatici
NGC 5423,210.7025833333333,9.34138888888889,1.971e-02,Boötes
NGC 5433,210.6503333333333,32.510444444444445,1.450e-02,Canes Venatici
CGCG 074-062,210.7294583333333,9.349777777777778,1.926e-02,Boötes
NGC 5424,210.7320833333333,9.420666666666666,1.985e-02,Boötes
CGCG 018-034,210.7990833333333,-0.9748333333333333,2.477e-02,Virgo
NGC 5431,210.77979166666665,9.363055555555555,2.001e-02,Boötes
UGC 08960,210.67970833333328,39.168416666666666,1.922e-02,Canes Venatici
ARK 436,210.83645833333333,-0.5499444444444445,2.467e-02,Virgo
UGC 08966,210.8825,6.770083333333333,2.460e-02,Virgo
CGCG 074-069,210.88020833333331,9.220944444444445,2.009e-02,Boötes
NGC 5434B,210.86295833333332,9.467277777777777,1.882e-02,Boötes
KUG 1401+301,210.85783333333333,29.866777777777777,2.729e-02,Boötes
NGC 5437,210.94724999999997,9.523694444444445,2.343e-02,Boötes
UGC 08977,210.9525,15.402305555555555,1.755e-02,Boötes
UGC 08979,211.03191666666663,6.485888888888889,2.476e-02,Virgo
UGC 08980,210.903125,39.05280555555555,1.934e-02,Canes Venatici
IC 4371,211.04529166666663,33.307805555555554,2.705e-02,Canes Venatici
KUG 1402+341,211.1218333333333,33.953361111111114,2.647e-02,Canes Venatici
UGC 08994,211.21925,-0.6112777777777778,2.473e-02,Virgo
UGC 08996,211.18024999999997,14.280416666666667,2.397e-02,Boötes
UGC 08993,211.2155833333333,-0.6416111111111111,2.444e-02,Virgo
CGCG 162-059,211.20012499999999,30.74377777777778,2.525e-02,Canes Venatici
UGC 09008,211.25758333333332,11.011888888888889,1.782e-02,Boötes
UGC 09009,211.27729166666666,15.774666666666667,2.134e-02,Boötes
CGCG 074-096,211.40041666666664,8.915000000000001,2.354e-02,Boötes
CGCG 046-047,211.5093333333333,2.356388888888889,2.467e-02,Virgo
UGC 09023,211.71279166666665,9.321194444444444,2.403e-02,Boötes
KUG 1405+151,211.85504166666666,14.919527777777777,2.563e-02,Boötes
UGC 09030,211.90937499999998,9.67536111111111,2.358e-02,Boötes
CGCG 103-079,212.10112499999997,14.978916666666667,2.558e-02,Boötes
UGC 09037,212.12149999999997,7.057916666666666,1.981e-02,Virgo
NGC 5482,212.12791666666664,8.931916666666666,2.371e-02,Boötes
CGCG 074-120,212.14762499999998,11.951027777777776,1.939e-02,Boötes
NGC 5487,212.43291666666664,8.069138888888888,2.426e-02,Boötes
IC 0984,212.5323333333333,18.36466666666667,1.701e-02,Boötes
UGC 09064,212.59562499999996,16.335833333333333,1.714e-02,Boötes
CGCG 103-104,212.63408333333328,15.446527777777778,2.595e-02,Boötes
UGC 09066,212.52962499999995,46.439527777777776,2.629e-02,Boötes
NGC 5492,212.64666666666665,19.612333333333336,7.533e-03,Boötes
NGC 5497,212.6318333333333,38.89355555555556,2.557e-02,Boötes
NGC 5491,212.7389583333333,6.364861111111111,1.965e-02,Virgo
IC 0987,212.8828333333333,19.17227777777778,1.419e-02,Boötes
KUG 1409+207,212.94237499999997,20.528,2.859e-02,Boötes
LSBC F579-01,212.9545833333333,21.376361111111112,2.826e-02,Boötes
NGC 5504,213.06587499999998,15.841916666666668,1.749e-02,Boötes
NGC 5515,213.15904166666664,39.31027777777778,2.583e-02,Boötes
CGCG 247-012,213.14941666666664,46.20525,1.577e-02,Boötes
NGC 5513,213.28595833333333,20.416277777777776,1.672e-02,Boötes
UGC 09101,213.31704166666663,27.00808333333333,1.770e-02,Boötes
UGC 09104,213.42458333333332,12.504194444444444,1.956e-02,Boötes
CGCG 018-084,213.47791666666666,1.7310277777777778,2.580e-02,Virgo
MCG +09-23-057,213.3407083333333,54.668416666666666,6.868e-03,Boötes
CGCG 133-016,213.5452083333333,21.02125,2.857e-02,Boötes
CGCG 103-129,213.81304166666663,18.127916666666668,1.900e-02,Boötes
KUG 1412+082,213.85008333333332,8.011166666666666,2.491e-02,Boötes
MCG +06-31-084,213.81758333333332,34.34838888888889,2.836e-02,Boötes
NGC 5528,214.083,8.293472222222222,2.436e-02,Boötes
KUG 1413+257,214.05970833333333,25.545611111111114,1.734e-02,Boötes
CGCG 046-080,214.38395833333328,4.562083333333333,2.650e-02,Virgo
UGC 09144,214.28416666666664,42.68275,2.595e-02,Boötes
NGC 5548,214.49804166666664,25.136777777777777,1.718e-02,Boötes
UGC 09159,214.64829166666667,14.278500000000001,2.573e-02,Boötes
MCG +08-26-018,214.726375,45.95836111111112,2.718e-02,Boötes
UGC 09167,214.90291666666664,17.644388888888887,1.840e-02,Boötes
UGC 09171,214.96512499999997,17.836805555555554,1.866e-02,Boötes
CGCG 075-010,214.99141666666665,11.962083333333332,2.427e-02,Boötes
CGCG 247-018,214.86087499999996,45.842333333333336,2.618e-02,Boötes
UGC 09178 NED02,215.00241666666665,51.88169444444444,2.926e-02,Boötes
MRK 1490,214.93012499999998,49.23663888888889,2.553e-02,Boötes
KUG 1418+100,215.17699999999996,9.855083333333333,2.992e-02,Boötes
CGCG 133-033,215.1585,20.444916666666668,1.812e-02,Boötes
NGC 5582,215.17966666666666,39.69358333333333,4.770e-03,Boötes
CGCG 192-005,215.38299999999995,38.11841666666667,2.230e-02,Boötes
KUG 1419+243,215.4700833333333,24.10738888888889,1.748e-02,Boötes
UGC 09203,215.46912499999996,39.979083333333335,1.737e-02,Boötes
CGCG 047-027,215.66720833333332,6.166944444444445,2.224e-02,Virgo
UGC 09212,215.76629166666663,18.279166666666665,2.847e-02,Boötes
CGCG 163-034,215.7813333333333,28.59508333333333,2.925e-02,Boötes
NGC 5603B,215.7355,40.417138888888886,1.845e-02,Boötes
NGC 5599,215.96087499999996,6.576111111111111,2.408e-02,Virgo
KUG 1421+094,215.94179166666663,9.2365,2.991e-02,Boötes
NGC 5600,215.9563333333333,14.638777777777777,7.735e-03,Boötes
KUG 1421+124,216.03779166666666,12.258527777777777,2.627e-02,Boötes
NGC 5610,216.0955833333333,24.614138888888892,1.691e-02,Boötes
MCG +06-32-024,216.05049999999997,35.14611111111111,2.858e-02,Boötes
NGC 5616,216.08624999999998,36.46141666666667,2.810e-02,Boötes
CGCG 192-018,216.21379166666665,38.253305555555556,2.210e-02,Boötes
CGCG 163-047,216.34504166666662,26.46538888888889,1.582e-02,Boötes
IC 1009,216.57333333333332,12.352916666666665,2.591e-02,Boötes
UGC 09246,216.6275833333333,5.976361111111111,2.567e-02,Virgo
CGCG 075-032,216.65499999999997,11.403777777777778,2.521e-02,Boötes
UGC 09253,216.74379166666665,31.517027777777777,1.309e-02,Boötes
NGC 5619,216.82595833333332,4.802833333333333,2.788e-02,Virgo
IC 1010,216.8348333333333,1.0258611111111111,2.566e-02,Virgo
CGCG 047-043,216.83387499999998,2.838388888888889,2.625e-02,Virgo
CGCG 075-035,216.8107083333333,11.339083333333335,2.780e-02,Boötes
NGC 5619C,216.87337499999995,4.77975,2.753e-02,Virgo
UGC 09259,216.86891666666665,11.040722222222222,2.815e-02,Boötes
CGCG 047-050,216.89879166666663,8.12475,2.581e-02,Boötes
CGCG 075-037,216.8945833333333,11.33061111111111,2.666e-02,Boötes
CGCG 047-053,216.94316666666663,6.5976944444444445,2.744e-02,Virgo
UGC 09267,216.9569583333333,11.560416666666667,2.479e-02,Boötes
KUG 1425+131,216.95437499999994,12.934055555555556,2.658e-02,Boötes
CGCG 075-041,217.00466666666665,11.690833333333334,2.830e-02,Boötes
NGC 5633,216.86824999999996,46.14652777777778,7.717e-03,Boötes
UGC 09277,217.13879166666666,3.262,2.771e-02,Virgo
NGC 5628,217.10745833333328,17.92436111111111,1.904e-02,Boötes
NGC 5627,217.1428333333333,11.378250000000001,2.674e-02,Boötes
CGCG 019-041,217.15766666666664,0.553138888888889,5.145e-03,Virgo
CGCG 075-047,217.16212499999997,10.20497222222222,2.694e-02,Boötes
CGCG 075-048,217.17012499999998,11.368027777777778,2.677e-02,Boötes
CGCG 192-027,217.08795833333332,35.405722222222224,2.930e-02,Boötes
CGCG 192-028,217.12362499999998,36.48597222222222,2.931e-02,Boötes
CGCG 047-059,217.26274999999995,4.67838888888889,2.691e-02,Virgo
UGC 09291,217.15370833333333,38.999138888888886,9.620e-03,Boötes
CGCG 247-031,217.09037499999997,49.56144444444444,2.235e-03,Boötes
MCG +10-21-003,217.05658333333332,60.63088888888889,2.745e-02,Ursa Major
KUG 1426+119,217.3127083333333,11.69475,2.702e-02,Boötes
UGC 09302,217.29074999999995,31.79866666666667,1.172e-02,Boötes
UGC 09307,217.28479166666662,41.83075,1.803e-02,Boötes
CGCG 075-055,217.44291666666663,11.766972222222224,2.481e-02,Boötes
NGC 5646,217.3917083333333,35.46194444444445,2.861e-02,Boötes
UGC 09313,217.38529166666663,38.669999999999995,2.208e-02,Boötes
NGC 5654,217.50554166666666,36.36091666666667,2.865e-02,Boötes
NGC 5644,217.60658333333333,11.927999999999999,2.552e-02,Boötes
NGC 5653,217.54341666666664,31.2155,1.190e-02,Boötes
NGC 5650,217.75449999999998,5.978416666666667,2.501e-02,Virgo
UGC 09338,217.79870833333334,5.307333333333333,2.748e-02,Virgo
UGC 09343,217.7279583333333,40.713750000000005,1.754e-02,Boötes
IC 4452,218.11429166666665,27.42741666666667,1.421e-02,Boötes
MRK 1384,218.22012499999997,5.999055555555556,7.587e-03,Virgo
NGC 5672,218.15974999999997,31.670166666666667,1.178e-02,Boötes
CGCG 047-086,218.29045833333333,3.9466666666666668,2.928e-02,Virgo
CGCG 075-067,218.33208333333332,9.085944444444445,2.639e-02,Boötes
KUG 1430+140,218.31062499999996,13.842722222222223,1.746e-02,Boötes
IC 1028,218.31845833333333,41.65038888888889,1.777e-02,Boötes
NGC 5674,218.46766666666664,5.458222222222222,2.493e-02,Virgo
UGC 09376,218.445125,40.08091666666667,2.546e-02,Boötes
CGCG 047-103,218.65537499999996,2.882388888888889,2.929e-02,Virgo
CGCG 163-082,218.61466666666664,31.552055555555555,2.928e-02,Boötes
CGCG 047-105,218.67545833333332,3.297111111111111,2.726e-02,Virgo
IC 4460,218.6522083333333,30.27938888888889,2.978e-02,Boötes
CGCG 019-065,218.83216666666664,0.4757222222222222,2.957e-02,Virgo
KUG 1432+096,218.84895833333331,9.464916666666666,2.716e-02,Boötes
UGC 09386,218.71991666666665,40.748,1.901e-02,Boötes
NGC 5687,218.7183333333333,54.475861111111115,7.148e-03,Boötes
CGCG 296-014,218.88308333333333,57.650055555555554,2.409e-02,Draco
CGCG 047-116,219.2137083333333,5.961222222222222,2.918e-02,Virgo
UGC 09409,219.16649999999998,41.16041666666666,1.779e-02,Boötes
NGC 5696,219.2378333333333,41.82811111111111,1.820e-02,Boötes
NGC 5698,219.31125,38.45427777777778,1.211e-02,Boötes
UGC 09422,219.30658333333332,43.69594444444444,1.103e-02,Boötes
CGCG 134-005,219.45499999999998,21.964194444444445,2.974e-02,Boötes
UGCA 392,219.42991666666666,45.18566666666666,9.956e-03,Boötes
UGC 09429,219.49974999999998,40.10619444444445,2.613e-02,Boötes
CGCG 220-041,219.4948333333333,41.34252777777778,1.789e-02,Boötes
KUG 1436+484,219.48541666666665,48.209472222222225,2.574e-02,Boötes
NGC 5702,219.72949999999997,20.506722222222223,1.813e-02,Boötes
SBS 1437+544,219.65937499999995,54.277833333333334,2.931e-02,Boötes
UGC 09454,220.0993333333333,6.307194444444444,2.386e-02,Virgo
IC 1040,220.0947083333333,9.476138888888888,2.826e-02,Boötes
IC 4483,220.08129166666663,16.685222222222222,2.992e-02,Boötes
CGCG 075-107,220.16299999999995,9.096083333333334,2.945e-02,Boötes
CGCG 104-067,220.2310833333333,14.333527777777778,1.779e-02,Boötes
IC 1044,220.37091666666663,9.430916666666667,2.808e-02,Boötes
CGCG 047-146,220.52637499999997,3.3307499999999997,2.529e-02,Virgo
UGC 09476,220.38341666666662,44.51275,1.090e-02,Boötes
CGCG 075-116,220.5457083333333,12.942916666666667,2.810e-02,Boötes
CGCG 134-016,220.57495833333329,25.509333333333334,2.662e-02,Boötes
MCG +06-32-087,220.6352083333333,33.74636111111111,2.890e-02,Boötes
CGCG 220-050,220.76041666666666,41.51094444444445,1.702e-02,Boötes
NGC 5736,220.87837499999998,11.202694444444443,2.805e-02,Boötes
CGCG 134-023,220.92379166666663,23.01872222222222,1.758e-02,Boötes
CGCG 076-010,220.9589583333333,11.60986111111111,2.883e-02,Boötes
CGCG 020-006,221.0571666666666,2.134638888888889,2.735e-02,Virgo
CGCG 134-026,221.06149999999994,22.747722222222222,1.755e-02,Boötes
NGC 5751,220.95491666666663,53.400666666666666,1.095e-02,Boötes
NGC 5746,221.23299999999998,1.9549999999999998,5.764e-03,Virgo
CGCG 076-016,221.29066666666665,9.274666666666667,2.398e-02,Boötes
CGCG 076-017,221.37937499999998,9.911305555555556,2.812e-02,Boötes
MCG +10-21-030,221.15512499999997,58.202222222222225,2.869e-02,Draco
UGC 09510,221.43874999999997,32.63011111111111,2.835e-02,Boötes
CGCG 076-020,221.52195833333332,8.915611111111112,2.955e-02,Boötes
ARK 459,221.61537499999997,11.507361111111111,2.963e-02,Boötes
VV 713,221.438,51.58080555555556,2.963e-02,Boötes
CGCG 134-032,221.66325,21.061027777777777,1.560e-02,Boötes
CGCG 076-032,221.69366666666664,11.570194444444445,2.785e-02,Boötes
CGCG 076-033,221.723375,11.626222222222223,2.992e-02,Boötes
UGC 09523,221.77633333333333,11.593805555555557,2.921e-02,Boötes
CGCG 076-040,221.79691666666665,11.585694444444446,2.908e-02,Boötes
CGCG 076-046,221.89249999999996,9.65263888888889,2.842e-02,Boötes
CGCG 076-045,221.8940833333333,9.231027777777777,2.903e-02,Boötes
UGC 09530,221.92704166666664,9.659444444444444,2.854e-02,Boötes
CGCG 076-061,222.14229166666664,11.816027777777778,2.984e-02,Boötes
IC 1059,222.6773333333333,-0.8758055555555556,2.657e-02,Libra
CGCG 220-057,222.53479166666665,40.44130555555555,2.795e-02,Boötes
MRK 0828,222.6822083333333,42.76744444444444,1.848e-02,Boötes
CGCG 020-028,223.061875,1.9236388888888887,2.781e-02,Virgo
CGCG 048-039,223.14095833333332,3.1446111111111112,2.774e-02,Virgo
